area,date,generation,avgTa,avgWs,avgRhm,ssDur,sumSsHr,sumGsr,avgTca,PM10,PM25
대전시,2016-01-30,27.550768,3.3,1.0,78.8,10.3,6.3,11.46,6.0,35.541666666666664,29.9719746901824
대전시,2016-01-31,32.614556,-1.5,1.5,61.4,10.4,8.5,11.7,3.6,39.770833333333336,29.52484769321177
대전시,2016-02-01,43.957096,-3.9,1.6,54.9,10.4,9.3,14.95,0.8,33.2625,28.76618949615772
대전시,2016-02-02,45.05814,-3.9,1.2,53.1,10.4,9.6,15.45,0.0,41.37083333333333,30.518689804634324
대전시,2016-02-03,41.429204,-1.9,1.1,62.3,10.5,9.5,14.83,0.5,51.24166666666667,32.42952344644426
대전시,2016-02-04,28.609188,-0.5,1.5,56.0,10.5,7.0,11.61,1.9,51.34583333333333,33.32369042158753
대전시,2016-02-05,41.440084,-0.7,1.6,51.0,10.5,9.5,14.84,1.4,42.79166666666666,30.1428573967308
대전시,2016-02-06,42.071108,-1.6,1.8,51.5,10.6,9.5,14.82,1.5,43.97083333333333,30.762024371874062
대전시,2016-02-07,45.615772,-2.3,1.1,54.3,10.6,9.8,16.04,0.3,41.083333333333336,31.077024680350664
대전시,2016-02-08,31.669612,2.2,1.8,58.9,10.6,8.3,12.61,5.3,64.27916666666667,34.87119165549393
대전시,2016-02-09,45.215896,2.6,2.5,48.1,10.6,9.8,16.34,1.0,52.37083333333333,32.152858630637205
대전시,2016-02-10,46.051848,3.3,0.8,48.8,10.7,9.8,16.65,0.0,39.05,30.19702560578047
대전시,2016-02-11,24.230044,6.8,2.0,49.5,10.7,4.1,9.97,6.0,48.94583333333333,32.27869258092374
대전시,2016-02-12,4.438208,10.0,1.4,91.4,10.7,0.0,2.22,10.0,36.6375,31.089526222733674
대전시,2016-02-13,17.397576,13.0,1.7,92.3,10.8,2.4,7.33,9.6,25.129166666666663,28.47119319787694
대전시,2016-02-14,18.174512,-0.1,3.1,73.6,10.8,2.8,5.43,8.8,30.866666666666667,28.636193506353543
대전시,2016-02-15,48.639812,-3.3,2.9,56.5,10.9,9.1,17.51,3.3,31.247916666666665,27.97202714816348
대전시,2016-02-16,19.145216,-0.2,2.0,73.5,10.9,5.0,9.97,6.3,32.8375,28.93286078997341
대전시,2016-02-17,40.96028,0.9,1.4,61.3,10.9,10.0,16.0,1.0,32.6125,27.985361098450014
대전시,2016-02-18,28.728336,3.8,1.7,63.8,11.0,8.2,12.41,3.9,43.17916666666667,30.212861406926613
대전시,2016-02-19,11.557308,3.5,1.0,69.9,11.0,0.7,5.39,7.1,81.12083333333334,35.81119504873655
대전시,2016-02-20,37.515284,2.5,2.0,53.5,11.0,8.5,14.42,4.5,73.46666666666667,33.44286202387982
대전시,2016-02-21,37.523744,0.4,1.5,45.4,11.1,9.7,14.64,3.4,30.6625,28.45786233235642
대전시,2016-02-22,22.255908,2.9,0.8,43.3,11.1,1.6,9.29,8.9,43.34166666666667,30.54369597416636
대전시,2016-02-23,31.471044,2.5,2.0,55.3,11.1,7.0,13.08,5.0,62.04583333333333,33.29619628264296
대전시,2016-02-24,49.153852,-1.7,1.8,51.0,11.2,9.4,17.53,1.6,30.570833333333333,28.54452992445289
대전시,2016-02-25,40.196408,0.5,1.6,56.9,11.2,9.4,15.27,1.9,42.025,30.18869689959616
대전시,2016-02-26,9.021028,2.5,1.0,88.3,11.3,0.5,7.98,8.9,67.7,38.73286387473943
대전시,2016-02-27,40.539444,5.4,1.1,71.6,11.3,7.3,15.7,6.8,64.875,37.045780849882696
대전시,2016-02-28,5.283572,2.2,1.1,86.1,11.3,0.0,2.58,7.5,65.7875,39.02536449169263
대전시,2016-02-29,9.385828,-2.7,2.9,66.6,11.4,7.7,14.92,5.9,45.49166666666667,30.80703146683589
대전시,2016-03-01,41.047904,-1.4,1.4,59.8,11.4,10.6,20.16,0.1,35.75,30.35536510864584
대전시,2016-03-02,48.040184,3.0,1.7,69.1,11.4,10.6,19.68,0.0,34.525,29.741198750455773
대전시,2016-03-03,38.990148,7.4,1.0,71.3,11.5,6.8,16.37,2.1,59.079166666666666,32.70619905893237
대전시,2016-03-04,7.3196,9.8,0.9,83.3,11.5,0.0,3.5,9.4,63.454166666666666,35.287866034075634
대전시,2016-03-05,15.437992,12.2,2.1,91.9,11.6,1.5,6.42,8.9,21.629166666666663,28.392449675885576
대전시,2016-03-06,39.597888,10.3,1.4,69.1,11.6,7.0,15.59,5.1,58.15833333333333,30.27203331769551
대전시,2016-03-07,22.747444,9.0,1.4,65.5,11.6,3.2,9.72,6.8,89.06666666666666,31.87870029283878
대전시,2016-03-08,14.66736,5.0,1.5,51.1,11.7,0.0,6.3,8.3,79.5125,31.41870060131538
대전시,2016-03-09,51.855604,2.2,2.1,45.6,11.7,8.3,19.52,5.1,48.645833333333336,28.775367576458645
대전시,2016-03-10,56.944688,0.3,2.2,44.3,11.7,10.1,21.41,2.5,35.15833333333333,27.707034551601915
대전시,2016-03-11,57.846408,0.6,1.6,46.8,11.8,11.2,22.24,0.6,36.98333333333333,29.27203486007852
대전시,2016-03-12,49.42176,2.8,1.1,44.1,11.8,10.0,19.84,2.9,57.3875,31.320368501888456
대전시,2016-03-13,20.823508,4.1,0.9,56.5,11.9,0.7,8.75,7.5,80.67916666666666,36.58120214369839
대전시,2016-03-14,30.04346,4.4,1.3,64.1,11.9,6.0,11.89,4.1,85.63333333333334,40.48370245217499
대전시,2016-03-15,49.820844,6.0,0.9,48.3,11.9,8.8,20.56,4.0,67.64583333333333,34.82370276065159
대전시,2016-03-16,49.516512,9.2,1.4,40.1,12.0,9.3,20.29,3.3,64.94166666666666,34.084536402461524
대전시,2016-03-17,45.273688,10.1,1.1,44.9,12.0,9.1,19.04,5.3,58.145833333333336,32.474536710938125
대전시,2016-03-18,12.826052,11.0,0.8,88.0,12.1,0.1,6.2,7.1,46.74583333333333,33.18537035274806
대전시,2016-03-19,43.900108,11.0,1.1,75.4,12.1,6.9,17.67,4.8,59.8375,33.65453732789133
대전시,2016-03-20,50.87214,9.7,1.5,62.8,12.1,10.2,21.82,0.8,66.1375,34.24037096970127
대전시,2016-03-21,52.076048,9.5,1.5,57.6,12.2,10.3,21.51,0.1,54.84583333333333,33.1262046115112
대전시,2016-03-22,55.922412,9.4,1.7,52.6,12.2,10.9,22.6,3.1,56.41666666666666,33.46203825332114
대전시,2016-03-23,44.967944,8.3,1.8,55.0,12.3,9.5,19.14,5.1,69.07083333333334,35.856205228464404
대전시,2016-03-24,49.559868,6.9,1.3,49.4,12.3,9.4,21.04,2.1,43.35416666666666,30.06703887027434
대전시,2016-03-25,50.05754,6.8,1.5,50.4,12.3,10.3,21.97,3.1,54.7625,31.957039178750943
대전시,2016-03-26,56.994768,6.4,1.4,55.5,12.4,10.7,21.91,0.8,60.84166666666667,34.82203948722754
대전시,2016-03-27,52.687952,7.2,1.7,49.8,12.4,10.8,21.85,0.4,53.708333333333336,33.812039795704145
대전시,2016-03-28,57.571352,9.4,1.8,44.9,12.4,11.6,24.33,0.5,63.8125,34.543706770847415
대전시,2016-03-29,37.691396,12.9,2.4,54.9,12.5,5.9,14.79,5.5,86.6,37.26704041265735
대전시,2016-03-30,55.59892,14.4,1.7,53.0,12.5,10.7,23.79,1.6,71.52916666666667,33.502874054467284
대전시,2016-03-31,40.123104,13.1,0.9,42.4,12.6,7.8,17.54,4.9,68.2,32.07204102961055
대전시,2016-04-01,55.073748,15.0,1.1,36.8,12.6,11.1,24.42,1.4,69.1,19.49055552874772
대전시,2016-04-02,50.918024,16.0,1.3,40.9,12.6,9.8,21.9,3.6,71.2125,21.26450693714876
대전시,2016-04-03,13.562316,13.4,1.4,68.4,12.7,0.4,6.48,8.5,78.26666666666667,25.192625012216464
대전시,2016-04-04,43.734464,13.5,2.0,69.6,12.7,6.8,19.2,7.5,22.629166666666663,15.029076420617509
대전시,2016-04-05,62.267364,13.0,1.7,39.3,12.8,11.8,26.62,2.6,43.10416666666666,15.73219449568522
대전시,2016-04-06,37.347592,13.9,2.1,50.1,12.8,6.0,16.41,7.9,53.5,17.764479237419597
대전시,2016-04-07,28.498104,13.2,1.5,78.9,12.8,4.4,12.76,7.0,24.091666666666665,15.142597312487307
대전시,2016-04-08,51.774924,14.0,1.7,71.5,12.9,7.7,22.03,2.8,84.20833333333333,20.474882054221684
대전시,2016-04-09,49.06916,15.9,2.0,59.9,12.9,8.4,20.78,5.8,136.17916666666667,24.873833462622727
대전시,2016-04-10,52.261168,16.6,1.5,60.4,12.9,8.2,22.78,6.4,149.75833333333333,27.67278487102377
대전시,2016-04-11,62.381228,13.2,2.9,58.6,13.0,11.4,26.86,1.9,50.59583333333333,19.28840294609148
대전시,2016-04-12,47.550264,14.8,2.4,49.6,13.0,9.8,20.81,7.1,40.8125,17.787354354492525
대전시,2016-04-13,17.830208,14.4,0.8,92.3,13.1,2.5,8.95,7.5,24.25,15.790472429560234
대전시,2016-04-14,44.580772,15.4,1.7,72.5,13.1,9.1,21.2,3.9,48.21458333333333,17.889423837961278
대전시,2016-04-15,61.96746,15.6,1.4,57.8,13.1,11.8,27.3,0.0,46.77916666666667,18.44254191302899
대전시,2016-04-16,19.2287,14.8,1.7,77.5,13.2,1.9,8.72,8.0,42.62291666666667,18.433159988096698
대전시,2016-04-17,40.666476,12.2,3.3,60.6,13.2,7.5,19.01,6.4,34.583333333333336,15.652944729831075
대전시,2016-04-18,53.337252,12.3,2.5,68.0,13.2,9.6,23.73,5.5,53.71666666666667,19.253856922545843
대전시,2016-04-19,63.188492,12.8,1.3,63.9,13.3,10.9,27.7,1.9,38.88333333333333,18.165553428986104
대전시,2016-04-20,21.013792,13.1,0.8,70.3,13.3,1.2,9.34,9.0,49.50833333333333,19.524798955034207
대전시,2016-04-21,11.49862,13.7,0.9,93.9,13.4,0.2,6.03,9.5,27.3875,17.102917030101917
대전시,2016-04-22,56.361748,17.4,2.1,77.8,13.4,8.5,24.25,5.3,68.2375,23.35186843850296
대전시,2016-04-23,40.76264,15.4,1.1,56.4,13.4,4.0,17.52,6.6,145.95416666666668,25.479986513570672
대전시,2016-04-24,61.224836,15.4,1.0,45.5,13.4,10.3,26.68,2.6,157.1,21.712271255305048
대전시,2016-04-25,59.375024,17.7,1.3,46.9,13.5,11.6,26.84,1.3,96.11041666666668,21.12788933037276
대전시,2016-04-26,51.18278,19.9,1.9,41.6,13.5,9.0,23.77,4.8,78.33333333333333,21.085174072107133
대전시,2016-04-27,11.65002,13.3,2.7,81.4,13.6,0.0,5.32,10.0,36.72916666666666,17.329958813841515
대전시,2016-04-28,40.530496,14.3,1.4,72.8,13.6,3.0,17.14,7.8,37.65833333333333,17.291410222242558
대전시,2016-04-29,63.073928,15.1,2.0,60.6,13.6,11.3,27.41,0.9,54.40833333333333,19.782028297310266
대전시,2016-04-30,57.864984,17.2,2.2,53.0,13.6,11.5,25.66,0.5,61.77916666666667,21.214313039044644
대전시,2016-05-01,62.293992,19.5,1.7,52.0,13.7,11.8,28.09,1.6,44.1125,19.25909778077902
대전시,2016-05-02,46.488452,19.8,1.5,69.4,13.7,8.3,22.04,6.5,39.27291666666667,18.5788825225134
대전시,2016-05-03,4.626076,14.3,3.0,87.4,13.8,0.0,2.47,9.6,16.127083333333335,15.19658393091444
대전시,2016-05-04,70.475504,17.1,3.5,46.4,13.8,13.0,30.8,0.5,48.0125,16.797618672648817
대전시,2016-05-05,60.124632,19.6,1.7,51.8,13.8,11.2,27.31,4.1,47.87916666666667,19.14657008104986
대전시,2016-05-06,32.975472,20.5,1.8,73.1,13.9,3.9,14.77,7.8,38.06666666666667,17.733021489450902
대전시,2016-05-07,67.13576,17.1,1.8,57.9,13.9,10.7,29.76,3.3,128.875,21.11947289785195
대전시,2016-05-08,59.035776,19.1,1.1,52.0,13.9,11.2,27.51,5.1,49.0375,18.09759097291965
대전시,2016-05-09,40.913104,20.0,1.0,53.9,13.9,2.9,18.29,7.8,71.54166666666667,20.9340423813207
대전시,2016-05-10,7.707416,14.1,1.3,91.3,14.0,0.0,3.54,10.0,34.28333333333333,18.745493789721746
대전시,2016-05-11,61.448792,17.0,1.2,75.9,14.0,11.6,28.32,3.4,24.445833333333333,17.30277853145612
대전시,2016-05-12,67.269844,18.8,1.6,69.3,14.0,12.9,30.64,1.9,30.02083333333333,18.4975632731905
대전시,2016-05-13,47.89604,17.6,1.8,68.3,14.1,8.1,21.15,5.0,37.5,20.37984801492488
대전시,2016-05-14,67.839444,20.3,2.5,56.0,14.1,11.9,30.6,4.6,29.245833333333334,18.14963275665925
대전시,2016-05-15,42.94628,19.7,2.7,73.8,14.1,7.7,19.91,8.1,30.041666666666668,18.919417498393628
대전시,2016-05-16,67.527164,15.9,2.4,59.4,14.1,11.7,29.91,3.9,26.341666666666665,17.535035573461343
대전시,2016-05-17,68.209304,19.1,1.4,56.3,14.2,13.3,31.34,0.0,50.21666666666667,21.533986981862384
대전시,2016-05-18,66.656972,21.5,1.0,55.1,14.2,12.6,30.91,1.1,55.86875,22.639188390263428
대전시,2016-05-19,66.770056,23.3,1.6,51.1,14.2,12.8,31.21,2.4,53.05833333333333,23.45688979866447
대전시,2016-05-20,65.566644,22.7,1.6,48.0,14.2,12.5,30.79,2.1,43.80416666666667,22.580841207065514
대전시,2016-05-21,67.775508,23.1,2.6,36.8,14.3,13.4,30.47,3.9,32.016666666666666,20.108959282133227
대전시,2016-05-22,68.927364,22.6,2.0,41.8,14.3,12.9,32.54,2.1,41.704166666666666,22.641244023867603
대전시,2016-05-23,57.016884,23.1,1.2,48.3,14.3,10.5,26.78,5.6,47.61666666666667,22.83186209893531
대전시,2016-05-24,17.312948,18.3,1.8,84.1,14.3,1.7,7.16,7.9,23.522916666666667,19.414146840669687
대전시,2016-05-25,59.999452,19.5,1.3,74.8,14.4,10.1,26.99,2.1,60.91666666666666,26.07559824907073
대전시,2016-05-26,45.185536,21.0,1.2,74.0,14.4,7.3,20.54,6.1,89.35282152230971,32.64121632413845
대전시,2016-05-27,52.779988,22.9,1.0,58.4,14.4,7.5,24.59,8.3,80.89814632545931,29.706834399206155
대전시,2016-05-28,55.252368,22.0,1.1,57.5,14.4,8.5,24.86,4.8,62.59222440944882,24.647452474273862
대전시,2016-05-29,45.974668,21.1,1.4,60.8,14.4,6.1,20.17,4.5,60.146719160104986,24.400570549341573
대전시,2016-05-30,63.51216,22.0,1.4,66.0,14.5,12.2,29.85,0.0,72.07204724409448,27.62035529107596
대전시,2016-05-31,57.027592,22.0,1.6,64.9,14.5,11.1,25.98,3.1,65.14012467191601,26.560973366143664
대전시,2016-06-01,65.15602799999999,22.9,2.0,59.1,14.5,12.1,30.03,2.9,45.5,22.41409144121137
대전시,2016-06-02,60.685872,22.5,1.5,51.1,14.5,10.7,28.52,1.4,33.84010416666667,20.57970951627908
대전시,2016-06-03,58.692416,22.7,1.6,60.1,14.5,10.0,27.49,3.9,47.25572916666667,22.861994258013457
대전시,2016-06-04,14.98768,19.9,0.8,77.0,14.5,0.0,6.31,8.4,59.41410256410256,25.04011233308117
대전시,2016-06-05,67.072824,22.9,2.4,59.3,14.5,12.5,30.93,1.0,38.73173076923077,22.44323040814888
대전시,2016-06-06,32.665796,20.8,3.2,73.8,14.6,1.5,15.59,8.9,18.450641025641023,18.550515149883257
대전시,2016-06-07,40.229528,21.9,1.0,75.6,14.6,4.1,17.95,8.6,32.241025641025644,21.5619665582843
대전시,2016-06-08,43.398532,22.4,0.8,72.1,14.6,5.4,17.7,8.0,41.52708333333333,23.315084633352008
대전시,2016-06-09,60.46086,24.0,1.0,65.8,14.6,11.6,28.49,3.5,46.00833333333333,23.676536041753057
대전시,2016-06-10,52.55712,25.3,1.5,67.8,14.6,8.7,24.71,3.6,59.44583333333333,27.300487450154098
대전시,2016-06-11,46.40358,25.6,1.5,71.5,14.6,8.5,22.68,6.1,42.2,23.63277219188848
대전시,2016-06-12,26.795056,24.9,1.4,81.1,14.6,0.5,12.03,8.8,27.666666666666668,20.823390266956185
대전시,2016-06-13,55.974552,24.6,1.4,72.8,14.6,8.7,24.26,4.9,42.21041666666667,22.99317500869056
대전시,2016-06-14,47.283748,24.2,1.7,73.9,14.6,8.8,26.42,6.0,55.5625,25.91295975042494
대전시,2016-06-15,19.02764,22.3,1.9,81.9,14.6,0.3,8.72,9.5,33.64791666666667,22.03274449215932
대전시,2016-06-16,35.88364,21.7,1.9,79.6,14.6,5.4,16.56,6.1,27.10625,20.627529233893693
대전시,2016-06-17,59.798068,23.3,1.7,67.3,14.7,11.8,28.6,0.0,39.704166666666666,23.5556473089614
대전시,2016-06-18,53.76266,25.1,1.3,66.6,14.6,11.6,29.06,3.5,43.458333333333336,24.54209871736245
대전시,2016-06-19,54.332108,25.7,1.7,63.8,14.6,12.0,28.9,3.0,40.8,24.61605012576349
대전시,2016-06-20,39.739156,24.2,1.5,77.4,14.6,5.8,19.67,6.6,42.66041666666667,24.7066682008312
대전시,2016-06-21,46.006164,26.1,1.2,72.3,14.7,9.2,22.89,6.5,38.875,22.98895294256557
대전시,2016-06-22,34.849244,25.4,1.9,79.5,14.7,4.3,15.23,8.0,34.225,23.01290435096662
대전시,2016-06-23,50.23906,26.2,1.6,72.8,14.6,10.0,26.41,5.8,35.2167445482866,22.357689092701
대전시,2016-06-24,16.90578,22.2,1.7,90.6,14.6,1.1,8.24,8.4,32.79546339563863,21.781640501102043
대전시,2016-06-25,58.206116,22.9,2.3,69.4,14.6,12.9,28.59,3.6,30.25817757009345,20.45142524283641
대전시,2016-06-26,58.76874,23.9,2.0,71.0,14.6,13.3,28.93,2.0,31.039641744548288,21.7337099845708
대전시,2016-06-27,36.574472,23.3,1.2,72.5,14.6,5.1,16.32,6.4,28.31288940809969,21.32016139297184
대전시,2016-06-28,52.584472,24.0,1.5,74.3,14.6,8.5,22.65,5.5,35.5375,23.331612801372884
대전시,2016-06-29,36.070348,24.8,1.6,74.0,14.6,4.5,17.27,7.3,27.341666666666665,22.27223087644059
대전시,2016-06-30,26.889576,25.5,1.4,82.1,14.6,3.0,12.27,7.3,22.197916666666668,20.617015618174968
대전시,2016-07-01,16.2329,25.0,2.0,89.1,14.6,0.8,7.79,9.6,13.439583333333331,6.44289337672358
대전시,2016-07-02,34.60764,24.5,1.8,86.8,14.6,3.6,16.12,8.5,14.358333333333333,6.103031251227824
대전시,2016-07-03,13.782108,22.7,1.1,91.0,14.6,0.0,6.18,9.9,26.39583333333333,9.938169125732069
대전시,2016-07-04,7.075876,22.1,1.6,97.0,14.6,0.0,3.42,10.0,9.591666666666669,5.102473666902979
대전시,2016-07-05,25.585584,25.8,2.4,90.0,14.6,2.2,13.38,9.6,13.464583333333334,5.2792782080738885
대전시,2016-07-06,14.701184,24.3,1.3,94.5,14.6,0.6,7.66,9.6,15.18125,7.1394160825781325
대전시,2016-07-07,41.540668,25.7,1.5,87.0,14.5,7.3,22.69,8.5,17.310416666666665,7.241220623749043
대전시,2016-07-08,58.05436,26.9,1.0,77.4,14.5,11.6,28.51,2.6,22.935416666666665,7.251358498253286
대전시,2016-07-09,59.113212,27.5,0.9,75.8,14.5,10.2,28.52,2.9,44.58958333333333,14.619829706090863
대전시,2016-07-10,49.526812,27.2,0.7,75.5,14.5,8.5,22.85,7.3,32.325,11.396634247261774
대전시,2016-07-11,36.274284,27.1,1.4,78.9,14.5,2.8,16.95,8.6,36.38333333333333,13.61510545509935
대전시,2016-07-12,27.058484,25.7,0.9,86.9,14.5,1.7,12.11,8.9,28.054166666666667,10.91690999627026
대전시,2016-07-13,44.24432,26.3,1.2,79.3,14.4,7.6,21.09,5.3,38.875,14.493714537441171
대전시,2016-07-14,43.829492,26.1,1.3,77.0,14.4,7.8,22.16,5.8,24.38125,10.199685745278748
대전시,2016-07-15,39.328688,25.9,2.3,71.6,14.4,4.2,19.03,8.4,14.341666666666669,6.105656953116325
대전시,2016-07-16,7.06514,22.1,3.2,92.4,14.4,0.4,4.32,9.6,14.275,6.103294827620569
대전시,2016-07-17,36.368504,23.3,1.9,83.1,14.4,4.3,15.99,8.6,11.4125,5.363432702124812
대전시,2016-07-18,42.213436,24.3,1.0,78.9,14.4,8.3,20.07,4.9,18.604166666666668,6.981903909962389
대전시,2016-07-19,50.584352,26.7,1.1,76.8,14.3,10.0,23.95,3.3,34.26,11.400375117799966
대전시,2016-07-20,55.996484,27.3,3.2,77.3,14.3,10.2,27.09,5.5,36.3475,13.073012992304209
대전시,2016-07-21,56.128616,27.0,3.0,74.6,14.3,11.6,27.1,5.9,28.53,9.670650866808453
대전시,2016-07-22,58.808836,28.4,2.8,71.8,14.3,10.4,25.54,5.6,33.916666666666664,12.005788741312696
대전시,2016-07-23,52.007368,29.5,1.6,73.5,14.2,11.1,22.89,5.3,35.604166666666664,12.782593282483608
대전시,2016-07-24,46.762112,29.6,1.5,76.8,14.2,8.1,21.88,5.8,26.99375,10.482314490321183
대전시,2016-07-25,39.976328,29.2,1.4,75.0,14.2,6.7,15.99,6.8,26.57708333333333,10.715369031492097
대전시,2016-07-26,48.295332,29.0,1.4,73.5,14.2,11.0,24.52,5.3,23.683333333333334,9.48800690599634
대전시,2016-07-27,32.742724,28.7,1.8,77.9,14.1,5.1,15.47,7.4,25.70833333333333,9.368978113833917
대전시,2016-07-28,54.923524,28.9,2.2,70.5,14.1,11.4,25.33,4.5,43.53333333333333,16.104115988338158
대전시,2016-07-29,33.564460000000004,28.2,1.1,80.5,14.1,7.5,17.61,6.8,40.42083333333333,14.897587196175737
대전시,2016-07-30,35.066688,29.1,1.2,81.5,14.1,6.9,17.79,6.0,29.839583333333334,11.49522507067998
대전시,2016-07-31,53.282656,29.9,1.2,77.3,14.0,11.0,24.85,5.0,33.56041666666667,13.913696278517556
대전시,2016-08-01,40.365852,28.7,1.0,78.6,14.0,4.9,19.06,5.6,33.25,12.753000819688468
대전시,2016-08-02,21.521716,27.3,1.0,82.1,14.0,0.0,9.89,9.1,31.966666666666665,12.41730536085938
대전시,2016-08-03,50.669572,28.3,0.9,75.5,13.9,10.3,23.56,6.3,20.97083333333333,8.164943235363621
대전시,2016-08-04,55.133156,29.9,1.3,70.8,13.9,11.6,24.22,3.0,22.78333333333333,9.637581109867863
대전시,2016-08-05,50.199636,30.7,1.1,69.0,13.9,11.8,28.0,1.8,32.69166666666667,12.926885651038775
대전시,2016-08-06,48.933948,29.6,1.1,74.3,13.8,9.7,22.07,4.0,34.889583333333334,13.949523525543018
대전시,2016-08-07,46.47394,28.8,1.1,78.4,13.8,9.4,21.61,2.8,33.170833333333334,13.78882806671393
대전시,2016-08-08,53.288444,29.7,1.0,72.8,13.8,11.9,24.82,3.4,34.958333333333336,13.523965941218172
대전시,2016-08-09,38.085204,28.4,1.4,80.9,13.8,7.2,16.37,4.3,27.23333333333333,11.369520482389085
대전시,2016-08-10,47.512116,29.3,1.0,76.4,13.7,11.5,24.91,2.4,38.391666666666666,16.071325023559993
대전시,2016-08-11,56.726588,29.9,1.1,70.1,13.7,12.8,27.8,0.5,33.19166666666667,13.38771289806424
대전시,2016-08-12,57.33242,30.3,1.1,67.5,13.7,12.6,27.91,0.3,30.679166666666667,13.168684105901812
대전시,2016-08-13,53.973456,30.2,1.2,70.6,13.6,12.0,27.69,1.6,31.622916666666665,13.649655313739393
대전시,2016-08-14,45.837632,29.9,1.3,75.1,13.6,9.5,23.16,3.4,33.6375,15.597293188243636
대전시,2016-08-15,45.650904,30.0,1.2,70.6,13.6,8.9,22.99,6.8,31.777083333333334,14.02826439608121
대전시,2016-08-16,47.037692,29.9,1.3,64.1,13.5,9.0,23.67,5.8,38.2,14.400902270585457
대전시,2016-08-17,47.699104,29.8,1.2,66.4,13.5,11.1,23.53,3.9,48.32083333333333,17.4985401450897
대전시,2016-08-18,38.144812,29.7,1.4,70.6,13.4,5.8,18.03,7.3,37.65,14.646178019593943
대전시,2016-08-19,50.712916,30.3,1.2,66.5,13.4,9.0,23.54,6.1,32.525,11.579232560764854
대전시,2016-08-20,52.872804,31.2,2.2,56.4,13.4,10.4,25.26,4.8,26.116666666666667,9.89770376860243
대전시,2016-08-21,46.177304,29.7,2.1,56.6,13.4,9.6,21.44,3.3,16.4125,7.014091643106673
대전시,2016-08-22,50.121392,30.3,1.1,61.5,13.3,11.4,23.9,1.5,28.379166666666663,10.211729517610916
대전시,2016-08-23,33.14502,28.8,2.1,74.3,13.3,5.1,14.69,7.4,25.760416666666668,9.87186739211516
대전시,2016-08-24,49.350148,28.9,1.3,66.8,13.2,11.5,25.78,2.8,22.67708333333333,8.56117193328607
대전시,2016-08-25,32.91724,28.5,1.2,65.9,13.2,8.0,18.45,5.1,29.954166666666666,11.700476474456982
대전시,2016-08-26,6.2508,22.0,2.1,84.4,13.2,0.0,3.15,8.5,17.63125,7.889781015627891
대전시,2016-08-27,38.159948,22.6,2.3,63.9,13.1,4.8,16.7,7.4,16.229166666666668,5.9915855567988014
대전시,2016-08-28,23.623912,20.0,1.8,81.8,13.1,2.6,10.8,8.8,12.2875,5.860056764636379
대전시,2016-08-29,48.561328,20.5,1.6,75.1,13.1,9.9,22.85,4.0,14.808333333333334,6.528527972473956
대전시,2016-08-30,16.187764,19.6,1.7,82.6,13.0,2.0,6.9,7.3,22.904166666666665,7.842832513644866
대전시,2016-08-31,25.955608,21.8,3.2,72.9,13.0,1.7,10.55,8.9,29.445833333333333,8.744637054815776
대전시,2016-09-01,46.613384,26.6,3.1,64.3,13.0,10.4,19.32,5.0,63.485416666666666,20.771441595986687
대전시,2016-09-02,19.860348,22.7,2.9,81.0,12.9,2.4,9.84,8.5,22.34375,10.99407947049093
대전시,2016-09-03,46.751292,25.0,1.6,76.0,12.9,8.3,19.6,5.1,12.1125,6.59588401166184
대전시,2016-09-04,30.021204,26.2,1.0,80.3,12.8,2.0,13.24,8.8,21.93125,9.772688552832753
대전시,2016-09-05,31.46774,26.2,0.8,82.4,12.8,5.0,13.15,6.0,32.01509703196347,12.66199309400366
대전시,2016-09-06,23.637044,24.4,0.9,79.0,12.8,2.1,10.63,8.4,46.47882420091324,16.722130968507905
대전시,2016-09-07,29.210108,23.7,0.9,76.8,12.7,2.3,13.48,8.1,51.71974885844749,19.46976884301215
대전시,2016-09-08,38.081708,23.3,1.2,80.3,12.7,7.3,16.9,5.3,45.24674657534247,16.717406717516393
대전시,2016-09-09,42.47542,23.9,1.0,80.8,12.7,8.4,19.19,4.0,44.84375,17.440044592020634
대전시,2016-09-10,35.977772,23.2,1.2,82.5,12.6,5.0,16.31,5.9,43.833333333333336,16.616849133191547
대전시,2016-09-11,38.75972,23.9,1.0,77.5,12.6,5.8,15.74,6.8,28.38958333333333,12.635320341029123
대전시,2016-09-12,38.44498,23.5,1.7,78.9,12.5,5.7,15.95,6.1,24.48958333333333,11.5162915488667
대전시,2016-09-13,48.711252,24.1,1.0,73.9,12.5,10.6,21.82,2.8,20.241666666666667,8.922262756704278
대전시,2016-09-14,38.002024,24.2,1.0,73.5,12.5,5.8,16.18,7.3,30.7,12.840733964541853
대전시,2016-09-15,41.972148,23.5,0.8,73.0,12.4,7.5,18.16,6.4,35.67916666666667,15.488371839046096
대전시,2016-09-16,16.719492,22.4,0.6,85.3,12.4,0.0,7.02,10.0,35.68125,15.344343046883674
대전시,2016-09-17,6.312884,20.2,1.5,96.9,12.4,0.0,2.92,10.0,11.308333333333334,7.100314254721252
대전시,2016-09-18,13.137056,19.1,2.1,91.6,12.3,0.0,6.13,9.8,12.841666666666669,7.122952129225496
대전시,2016-09-19,26.066416,20.0,2.3,75.6,12.3,0.4,10.3,6.6,17.944444444444446,7.147761365232086
대전시,2016-09-20,55.386568,19.2,1.4,64.6,12.2,11.4,23.09,1.5,18.55230034722222,8.100152760863091
